ID_Contenedor,Tipo_Contenedor,Largo_Cont_m,Ancho_Cont_m,Alto_Cont_m,Capacidad_Total_m3,Grupo_Compatibilidad,Tipo_Mercancia,Producto,ID_Producto,Volumen_Ocupado_m3,Peso_Toneladas,Puerto_Destino,Prioridad_Descarga,Precio_por_cm3_USD,Costo_Total_USD,Porcentaje_Ocupacion
C006915,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,PETROLEO Y GAS NATURAL,DERIVADOS,DER7929,2.59,0.586,Valparaíso,Media,0.72,33810638.46,3.83
C004782,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,PETROLEO Y GAS NATURAL,DERIVADOS,DER2753,2.29,0.576,Rotterdam,Alta,0.72,29202126.95,3.38
C026002,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,PETROLEO Y GAS NATURAL,DERIVADOS,DER8361,1.38,0.379,Los Ángeles,Media,0.72,39020821.66,2.04
C003113,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,PETROLEO Y GAS NATURAL,DERIVADOS,DER0754,2.34,0.629,Rotterdam,Alta,0.72,31350940.22,3.46
C035334,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,PETROLEO Y GAS NATURAL,GAS NATURAL,GAS4382,2.85,0.685,Los Ángeles,Baja,0.95,63871101.81,3.73
C022528,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,PETROLEO Y GAS NATURAL,GAS NATURAL,GAS3979,0.73,0.178,Los Ángeles,Media,0.95,48748927.35,0.96
C039309,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,PETROLEO Y GAS NATURAL,DERIVADOS,DER0850,1.27,0.31,Valparaíso,Baja,0.72,39543385.58,1.88
C026707,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,PETROLEO Y GAS NATURAL,GAS NATURAL,GAS5677,1.66,0.434,Rotterdam,Alta,0.95,50149489.16,2.17
C023236,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,PETROLEO Y GAS NATURAL,GAS NATURAL,GAS4386,1.74,0.421,Shanghai,Media,0.95,43086107.61,2.28
C016037,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,PETROLEO Y GAS NATURAL,GAS NATURAL,GAS6163,1.86,0.432,Rotterdam,Alta,0.95,41460769.53,2.43
C042882,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,PETROLEO Y GAS NATURAL,DERIVADOS,DER9962,1.25,0.328,Shanghai,Media,0.72,39382921.94,1.85
C024749,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,PETROLEO Y GAS NATURAL,DERIVADOS,DER0694,2.17,0.538,Shanghai,Media,0.72,26910531.79,3.21
C028881,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,PETROLEO Y GAS NATURAL,GAS NATURAL,GAS6534,2.11,0.483,Los Ángeles,Media,0.95,40224294.79,2.76
C027986,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,PETROLEO Y GAS NATURAL,GAS NATURAL,GAS6659,1.94,0.513,Rotterdam,Baja,0.95,41544404.22,2.54
C014963,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,PETROLEO Y GAS NATURAL,GAS NATURAL,GAS1995,0.78,0.198,Shanghai,Baja,0.95,57374197.6,1.02
C033307,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,PETROLEO Y GAS NATURAL,CRUDO,CRU3753,1.69,0.422,Rotterdam,Alta,0.72,43816142.02,2.5
C012605,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,PETROLEO Y GAS NATURAL,DERIVADOS,DER6638,1.39,0.36,Valparaíso,Baja,0.72,36429586.65,2.05
C027476,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,PETROLEO Y GAS NATURAL,CRUDO,CRU0769,1.73,0.433,Shanghai,Alta,0.72,27047864.16,2.56
C026945,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,PETROLEO Y GAS NATURAL,GAS NATURAL,GAS1135,2.8,0.721,Shanghai,Media,0.95,63923800.19,3.66
C041073,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,PETROLEO Y GAS NATURAL,DERIVADOS,DER7022,1.7,0.456,Los Ángeles,Alta,0.72,37372149.1,2.51
C032852,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,PETROLEO Y GAS NATURAL,DERIVADOS,DER4146,0.53,0.136,Rotterdam,Alta,0.72,41035641.77,0.78
C017999,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,PETROLEO Y GAS NATURAL,GAS NATURAL,GAS1948,1.6,0.413,Busan,Alta,0.95,57090439.48,2.09
C035416,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,PETROLEO Y GAS NATURAL,GAS NATURAL,GAS1216,2.55,0.652,Busan,Media,0.95,55657399.91,3.34
C024577,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,PETROLEO Y GAS NATURAL,CRUDO,CRU9881,2.45,0.616,Busan,Media,0.72,28236476.32,3.62
C005709,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,PETROLEO Y GAS NATURAL,DERIVADOS,DER2825,1.78,0.416,Shanghai,Media,0.72,31142425.2,2.63
C035271,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,PETROLEO Y GAS NATURAL,DERIVADOS,DER5015,1.12,0.271,Shanghai,Media,0.72,29294299.57,1.65
C003515,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,PETROLEO Y GAS NATURAL,GAS NATURAL,GAS1228,1.66,0.431,Valparaíso,Media,0.95,40236189.92,2.17
C016126,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,PETROLEO Y GAS NATURAL,DERIVADOS,DER0707,1.91,0.47,Miami,Alta,0.72,38220160.92,2.82
C040627,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,PETROLEO Y GAS NATURAL,CRUDO,CRU7441,3.0,0.736,Los Ángeles,Alta,0.72,30472479.34,4.43
C031911,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,PETROLEO Y GAS NATURAL,DERIVADOS,DER1816,2.11,0.555,Shanghai,Media,0.72,28971409.92,3.12
C047175,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,PETROLEO Y GAS NATURAL,DERIVADOS,DER3614,2.24,0.505,Shanghai,Media,0.72,39888425.64,3.31
C048683,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,PETROLEO Y GAS NATURAL,GAS NATURAL,GAS1884,1.73,0.448,Valparaíso,Baja,0.95,46514045.38,2.26
C009922,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,PETROLEO Y GAS NATURAL,GAS NATURAL,GAS5737,1.39,0.347,Los Ángeles,Alta,0.95,56998038.23,1.82
C034351,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,PETROLEO Y GAS NATURAL,GAS NATURAL,GAS8734,2.53,0.617,Miami,Baja,0.95,45531026.61,3.31
C015184,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,PETROLEO Y GAS NATURAL,CRUDO,CRU1888,1.74,0.421,Shanghai,Media,0.72,35665159.12,2.57
C034970,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,PETROLEO Y GAS NATURAL,DERIVADOS,DER9473,2.99,0.699,Los Ángeles,Media,0.72,27683194.33,4.42
C049390,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,PETROLEO Y GAS NATURAL,DERIVADOS,DER7932,1.64,0.396,Shanghai,Media,0.72,44332122.87,2.42
C036465,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,PETROLEO Y GAS NATURAL,GAS NATURAL,GAS3505,0.67,0.164,Shanghai,Media,0.95,58763659.76,0.88
C041938,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,PETROLEO Y GAS NATURAL,DERIVADOS,DER7808,2.21,0.546,Shanghai,Baja,0.72,32821709.6,3.26
C018408,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,PETROLEO Y GAS NATURAL,GAS NATURAL,GAS9729,0.62,0.16,Shanghai,Media,0.95,50695025.44,0.81
C013898,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,PETROLEO Y GAS NATURAL,DERIVADOS,DER0935,1.13,0.28,Shanghai,Alta,0.72,28903021.68,1.67
C043063,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,PETROLEO Y GAS NATURAL,GAS NATURAL,GAS7528,1.38,0.365,Shanghai,Media,0.95,57708150.96,1.81
C007087,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,PETROLEO Y GAS NATURAL,DERIVADOS,DER2552,2.35,0.604,Rotterdam,Alta,0.72,31433322.32,3.47
C025152,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,PETROLEO Y GAS NATURAL,DERIVADOS,DER1039,1.74,0.408,Rotterdam,Alta,0.72,41979573.32,2.57
C015932,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,PETROLEO Y GAS NATURAL,GAS NATURAL,GAS9031,0.57,0.136,Miami,Media,0.95,61716963.51,0.75
C038625,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,PETROLEO Y GAS NATURAL,GAS NATURAL,GAS7166,2.04,0.467,Los Ángeles,Media,0.95,53561421.95,2.67
C048929,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,PETROLEO Y GAS NATURAL,DERIVADOS,DER1937,1.53,0.417,Shanghai,Baja,0.72,30402453.0,2.26
C028448,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE ACERO,PRO1599,2.8,0.754,Miami,Baja,0.72,42976648.47,4.14
C032144,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE ACERO,PRO4120,1.75,0.401,Miami,Alta,0.72,41135552.76,2.58
C000893,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE ACERO,PRO7234,2.27,0.576,Shanghai,Media,0.72,34625873.38,3.35
C005417,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE HIERRO,PRO7179,1.05,0.287,Shanghai,Media,0.72,40334209.26,1.55
C010257,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE HIERRO,PRO0802,2.4,0.63,Los Ángeles,Alta,0.72,36804095.93,3.55
C018092,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE ACERO,PRO6847,2.3,0.574,Valparaíso,Baja,0.72,30741220.82,3.4
C008540,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE ACERO,PRO8970,2.76,0.654,Valparaíso,Media,0.72,31507656.87,4.08
C037047,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE ACERO,PRO6139,0.58,0.139,Miami,Alta,0.72,31844494.98,0.86
C039476,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE ACERO,PRO9310,1.62,0.424,Busan,Media,0.72,41996615.32,2.39
C049596,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE ACERO,PRO3717,2.2,0.581,Miami,Alta,0.72,43413441.37,3.25
C022653,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE HIERRO,PRO1038,0.74,0.186,Los Ángeles,Alta,0.72,34948482.94,1.09
C021022,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE HIERRO,PRO2791,1.53,0.354,Shanghai,Media,0.72,33743773.75,2.26
C029474,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE ACERO,PRO9045,2.86,0.777,Valparaíso,Media,0.72,41203517.74,4.22
C000576,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE HIERRO,PRO0288,1.59,0.425,Los Ángeles,Media,0.72,42691508.89,2.35
C017108,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE HIERRO,PRO6424,2.96,0.687,Shanghai,Media,0.72,37896832.55,4.37
C014949,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE HIERRO,PRO2421,0.64,0.146,Rotterdam,Alta,0.72,33713034.66,0.95
C049502,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE HIERRO,PRO3265,2.29,0.577,Shanghai,Media,0.72,44650333.82,3.38
C035368,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE ACERO,PRO1194,1.95,0.466,Shanghai,Media,0.72,31856740.61,2.88
C012695,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE ACERO,PRO3873,1.75,0.419,Shanghai,Media,0.72,36994924.42,2.58
C024859,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE HIERRO,PRO5253,2.93,0.672,Busan,Baja,0.72,28322452.82,4.33
C005153,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE ACERO,PRO3710,0.82,0.224,Rotterdam,Alta,0.72,41325397.45,1.21
C038847,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE ACERO,PRO6156,2.74,0.73,Los Ángeles,Media,0.72,38021753.69,4.05
C010786,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE ACERO,PRO9765,2.23,0.514,Shanghai,Media,0.72,29654944.29,3.29
C042505,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE ACERO,PRO9955,1.15,0.309,Shanghai,Alta,0.72,33114485.52,1.7
C005440,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE HIERRO,PRO6990,2.75,0.713,Busan,Baja,0.72,41719117.95,4.06
C048707,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE ACERO,PRO3128,1.57,0.379,Los Ángeles,Media,0.72,42808105.22,2.32
C014952,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE HIERRO,PRO5229,2.54,0.682,Shanghai,Media,0.72,41300450.18,3.75
C021139,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE ACERO,PRO7877,1.47,0.375,Shanghai,Baja,0.72,40067347.64,2.17
C041676,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE HIERRO,PRO8766,2.63,0.703,Los Ángeles,Baja,0.72,32662191.06,3.88
C018222,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE HIERRO,PRO7698,2.09,0.519,Los Ángeles,Alta,0.72,34188633.23,3.09
C036406,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE ACERO,PRO1701,0.85,0.213,Los Ángeles,Media,0.72,33939177.31,1.26
C034262,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE ACERO,PRO6761,2.12,0.508,Shanghai,Media,0.72,37433777.47,3.13
C013141,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE HIERRO,PRO5777,0.98,0.239,Los Ángeles,Media,0.72,36749499.95,1.45
C005731,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE ACERO,PRO2023,1.53,0.388,Miami,Alta,0.72,38361515.99,2.26
C036591,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE HIERRO,PRO4121,0.93,0.253,Shanghai,Media,0.72,35296750.36,1.37
C022608,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE HIERRO,PRO0109,0.56,0.143,Valparaíso,Media,0.72,35739302.93,0.83
C038444,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE HIERRO,PRO9397,1.03,0.239,Los Ángeles,Media,0.72,42750515.35,1.52
C023802,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE ACERO,PRO8287,1.84,0.415,Shanghai,Media,0.72,43441472.7,2.72
C031833,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE HIERRO,PRO0478,1.7,0.455,Rotterdam,Alta,0.72,27906754.49,2.51
C045373,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE ACERO,PRO4597,1.75,0.426,Miami,Alta,0.72,37657164.36,2.58
C023804,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE ACERO,PRO8667,1.12,0.27,Rotterdam,Alta,0.72,41493851.32,1.65
C019577,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE HIERRO,PRO9681,2.21,0.586,Shanghai,Media,0.72,28731129.57,3.26
C044325,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE ACERO,PRO7575,2.26,0.615,Los Ángeles,Media,0.72,32164271.34,3.34
C029757,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE HIERRO,PRO1317,1.39,0.365,Los Ángeles,Media,0.72,27025809.82,2.05
C040781,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE HIERRO,PRO1654,2.7,0.631,Miami,Alta,0.72,39439072.45,3.99
C003925,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE ACERO,PRO2610,2.11,0.516,Shanghai,Baja,0.72,36543982.64,3.12
C032081,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE HIERRO,PRO9092,2.28,0.6,Busan,Baja,0.72,33838608.32,3.37
C046757,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE HIERRO,PRO5118,1.19,0.322,Rotterdam,Alta,0.72,44577232.11,1.76
C025275,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE HIERRO,PRO3017,0.5,0.137,Shanghai,Media,0.72,38058682.08,0.74
C001405,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE ACERO,PRO6646,2.66,0.667,Shanghai,Media,0.72,39980240.0,3.93
C016076,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE ACERO,PRO5703,2.56,0.681,Shanghai,Baja,0.72,44252669.57,3.78
C046656,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE HIERRO,PRO0838,0.81,0.184,Shanghai,Media,0.72,35654142.94,1.2
C009040,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE HIERRO,PRO2370,1.44,0.345,Shanghai,Media,0.72,28834117.59,2.13
C019453,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE HIERRO,PRO4227,2.15,0.524,Shanghai,Baja,0.72,27821221.45,3.18
C041442,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE ACERO,PRO0057,2.13,0.583,Valparaíso,Media,0.72,37627760.5,3.15
C021568,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE ACERO,PRO5807,2.65,0.597,Shanghai,Media,0.72,27418254.02,3.91
C025861,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE ACERO,PRO5312,0.85,0.204,Los Ángeles,Media,0.72,28076764.87,1.26
C013712,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE ACERO,PRO5007,1.57,0.426,Busan,Baja,0.72,37076274.13,2.32
C043974,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE ACERO,PRO1786,0.74,0.178,Miami,Alta,0.72,34085431.18,1.09
C011522,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE ACERO,PRO1990,1.47,0.347,Rotterdam,Media,0.72,30116675.91,2.17
C019873,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE ACERO,PRO8737,0.54,0.141,Shanghai,Alta,0.72,32639059.43,0.8
C020071,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE ACERO,PRO6800,2.75,0.721,Valparaíso,Alta,0.72,41502600.83,4.06
C018810,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE HIERRO,PRO0511,1.82,0.452,Los Ángeles,Media,0.72,33067896.63,2.69
C033180,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE HIERRO,PRO1070,2.62,0.714,Los Ángeles,Media,0.72,41090805.69,3.87
C036652,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE ACERO,PRO0888,0.65,0.153,Los Ángeles,Alta,0.72,32517958.05,0.96
C011405,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE ACERO,PRO2659,1.07,0.29,Los Ángeles,Media,0.72,34019621.05,1.58
C030593,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE ACERO,PRO4043,1.15,0.302,Valparaíso,Media,0.72,31220347.28,1.7
C005133,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE HIERRO,PRO2976,1.47,0.358,Los Ángeles,Media,0.72,35956643.59,2.17
C042849,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE HIERRO,PRO3855,2.51,0.666,Valparaíso,Media,0.72,43752387.38,3.71
C039052,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE HIERRO,PRO2597,1.47,0.341,Rotterdam,Alta,0.72,34742070.14,2.17
C013055,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE HIERRO,PRO2703,1.01,0.234,Shanghai,Media,0.72,32294861.36,1.49
C013277,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE HIERRO,PRO5546,0.66,0.179,Shanghai,Media,0.72,35662059.46,0.97
C027811,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE HIERRO,PRO4827,0.7,0.161,Miami,Alta,0.72,30941177.09,1.03
C033761,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE HIERRO,PRO1575,2.4,0.54,Shanghai,Baja,0.72,32684751.63,3.55
C006854,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE ACERO,PRO9662,1.61,0.394,Shanghai,Media,0.72,39607440.41,2.38
C049780,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE ACERO,PRO9162,2.32,0.534,Valparaíso,Media,0.72,41655355.26,3.43
C032534,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE ACERO,PRO7221,2.21,0.593,Shanghai,Media,0.72,43657469.76,3.26
C042295,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE HIERRO,PRO7508,0.84,0.228,Los Ángeles,Media,0.72,41231704.9,1.24
C042830,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE HIERRO,PRO2066,0.86,0.214,Valparaíso,Media,0.72,34280603.96,1.27
C037327,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE HIERRO,PRO9753,2.39,0.589,Shanghai,Media,0.72,43912920.57,3.53
C013073,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE HIERRO,PRO4374,2.3,0.579,Rotterdam,Baja,0.72,34987552.31,3.4
C024745,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE ACERO,PRO4433,1.45,0.343,Rotterdam,Media,0.72,41125264.92,2.14
C033632,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE HIERRO,PRO9555,0.69,0.166,Shanghai,Media,0.72,38239096.74,1.02
C024712,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_General_Seca,SIDERO-METALURGICO,PRODUCTOS DE HIERRO,PRO0317,0.53,0.122,Valparaíso,Media,0.72,37968652.56,0.78
